date,amount,index
2014/2/3,80049,2226
2014/2/4,92882,2227
2014/2/5,98200,2228
2014/2/6,98965,2229
2014/2/7,95071,2230
2014/2/8,98502,2231
2014/2/9,84419,2232
2014/2/10,91833,2233
2014/2/11,93197,2234
2014/2/12,94459,2235
2014/2/13,95420,2236
2014/2/14,102681,2237
2014/2/15,91338,2238
2014/2/16,79776,2239
2014/2/17,88411,2240
2014/2/18,93306,2241
2014/2/19,93628,2242
2014/2/20,94238,2243
2014/2/21,91904,2244
2014/2/22,86870,2245
2014/2/23,80832,2246
2014/2/24,89116,2247
2014/2/25,87036,2248
2014/2/26,84702,2249
2014/2/27,86623,2250
2014/2/28,77565,2251
2014/3/1,78763,2252
2014/3/2,79177,2253
2014/3/3,86835,2254
2014/3/4,87228,2255
2014/3/5,91283,2256
2014/3/6,90129,2257
2014/3/7,91646,2258
2014/3/8,83886,2259
2014/3/9,77013,2260
2014/3/10,88985,2261
2014/3/11,89310,2262
2014/3/12,83037,2263
2014/3/13,83347,2264
2014/3/14,83006,2265
2014/3/15,77811,2266
2014/3/16,70499,2267
2014/3/17,77131,2268
2014/3/18,75886,2269
2014/3/19,77509,2270
2014/3/20,84318,2271
2014/3/21,75868,2272
2014/3/22,73619,2273
2014/3/23,68210,2274
2014/3/24,74535,2275
2014/3/25,73076,2276
2014/3/26,73119,2277
2014/3/27,76533,2278
2014/3/28,72826,2279
2014/3/29,66690,2280
2014/3/30,64748,2281
2014/3/31,68812,2282
2014/4/1,71277,2283
2014/4/2,71915,2284
2014/4/3,74543,2285
2014/4/4,72452,2286
2014/4/5,68760,2287
2014/4/6,68057,2288
2014/4/7,74216,2289
2014/4/8,72655,2290
2014/4/9,71689,2291
2014/4/10,71003,2292
2014/4/11,72206,2293
2014/4/12,67526,2294
2014/4/13,63124,2295
2014/4/14,70024,2296
2014/4/15,70454,2297
2014/4/16,70447,2298
2014/4/17,70083,2299
2014/4/18,74034,2300
2014/4/19,68064,2301
2014/4/20,66336,2302
2014/4/21,74086,2303
2014/4/22,72698,2304
2014/4/23,71020,2305
2014/4/24,70520,2306
2014/4/25,69589,2307
2014/4/26,64975,2308
2014/4/27,60407,2309
2014/4/28,64550,2310
2014/4/29,63671,2311
2014/4/30,68583,2312
2014/5/1,66377,2313
2014/5/2,65247,2314
2014/5/3,59330,2315
2014/5/4,56516,2316
2014/5/5,58939,2317
2014/5/6,61754,2318
2014/5/7,66961,2319
2014/5/8,68510,2320
2014/5/9,69281,2321
2014/5/10,65150,2322
2014/5/11,60681,2323
2014/5/12,67879,2324
2014/5/13,70581,2325
2014/5/14,70959,2326
2014/5/15,70261,2327
2014/5/16,69859,2328
2014/5/17,64377,2329
2014/5/18,60638,2330
2014/5/19,68845,2331
2014/5/20,71088,2332
2014/5/21,70381,2333
2014/5/22,69639,2334
2014/5/23,68817,2335
2014/5/24,64691,2336
2014/5/25,61700,2337
2014/5/26,68998,2338
2014/5/27,71716,2339
2014/5/28,71805,2340
2014/5/29,72140,2341
2014/5/30,72938,2342
2014/5/31,69298,2343
2014/6/1,66906,2344
2014/6/2,75350,2345
2014/6/3,76238,2346
2014/6/4,76286,2347
2014/6/5,73139,2348
2014/6/6,72566,2349
2014/6/7,67450,2350
2014/6/8,63902,2351
2014/6/9,72533,2352
2014/6/10,75208,2353
2014/6/11,74687,2354
2014/6/12,74700,2355
2014/6/13,75494,2356
2014/6/14,69622,2357
2014/6/15,65737,2358
2014/6/16,75309,2359
2014/6/17,76758,2360
2014/6/18,74700,2361
2014/6/19,76209,2362
2014/6/20,76321,2363
2014/6/21,71346,2364
2014/6/22,65109,2365
2014/6/23,73962,2366
2014/6/24,74791,2367
2014/6/25,74843,2368
2014/6/26,75486,2369
2014/6/27,75805,2370
2014/6/28,70326,2371
2014/6/29,66885,2372
2014/6/30,73453,2373
2014/7/1,76697,2374
2014/7/2,78000,2375
2014/7/3,77179,2376
2014/7/4,74325,2377
2014/7/5,68574,2378
2014/7/6,65467,2379
2014/7/7,74094,2380
2014/7/8,79746,2381
2014/7/9,78007,2382
2014/7/10,80300,2383
2014/7/11,85739,2384
2014/7/12,79494,2385
2014/7/13,71171,2386
2014/7/14,84651,2387
2014/7/15,85505,2388
2014/7/16,88055,2389
2014/7/17,85127,2390
2014/7/18,79512,2391
2014/7/19,71694,2392
2014/7/20,68128,2393
2014/7/21,72209,2394
2014/7/22,83362,2395
2014/7/23,88929,2396
2014/7/24,91333,2397
2014/7/25,93349,2398
2014/7/26,89627,2399
2014/7/27,83045,2400
2014/7/28,82061,2401
2014/7/29,83085,2402
2014/7/30,84951,2403
2014/7/31,90365,2404
2014/8/1,92385,2405
2014/8/2,86556,2406
2014/8/3,83879,2407
2014/8/4,93309,2408
2014/8/5,97110,2409
2014/8/6,97048,2410
2014/8/7,94316,2411
2014/8/8,87985,2412
2014/8/9,74294,2413
2014/8/10,71846,2414
2014/8/11,80953,2415
2014/8/12,74458,2416
2014/8/13,72393,2417
2014/8/14,73032,2418
2014/8/15,77018,2419
2014/8/16,71289,2420
2014/8/17,68936,2421
2014/8/18,85319,2422
2014/8/19,91524,2423
2014/8/20,96795,2424
2014/8/21,96808,2425
2014/8/22,95678,2426
2014/8/23,79392,2427
2014/8/24,75378,2428
2014/8/25,81497,2429
2014/8/26,79407,2430
2014/8/27,73232,2431
2014/8/28,72555,2432
2014/8/29,73368,2433
2014/8/30,66416,2434
2014/8/31,64298,2435
2014/9/1,70849,2436
2014/9/2,74937,2437
2014/9/3,74406,2438
2014/9/4,76019,2439
2014/9/5,81785,2440
2014/9/6,78159,2441
2014/9/7,65442,2442
2014/9/8,71070,2443
2014/9/9,73770,2444
2014/9/10,74300,2445
2014/9/11,73306,2446
2014/9/12,72735,2447
2014/9/13,67750,2448
2014/9/14,63352,2449
2014/9/15,66986,2450
2014/9/16,74887,2451
2014/9/17,72941,2452
2014/9/18,70995,2453
2014/9/19,70183,2454
2014/9/20,65854,2455
2014/9/21,60994,2456
2014/9/22,69163,2457
2014/9/23,68094,2458
2014/9/24,71237,2459
2014/9/25,74001,2460
2014/9/26,71900,2461
2014/9/27,64136,2462
2014/9/28,60949,2463
2014/9/29,69106,2464
2014/9/30,72155,2465
2014/10/1,71196,2466
2014/10/2,71719,2467
2014/10/3,75811,2468
2014/10/4,68130,2469
2014/10/5,62773,2470
2014/10/6,70060,2471
2014/10/7,70208,2472
2014/10/8,70097,2473
2014/10/9,71005,2474
2014/10/10,70941,2475
2014/10/11,64466,2476
2014/10/12,59990,2477
2014/10/13,64288,2478
2014/10/14,69520,2479
2014/10/15,69428,2480
2014/10/16,69160,2481
2014/10/17,68738,2482
2014/10/18,64262,2483
2014/10/19,60214,2484
2014/10/20,68125,2485
2014/10/21,70744,2486
2014/10/22,71444,2487
2014/10/23,71576,2488
2014/10/24,69237,2489
2014/10/25,64570,2490
2014/10/26,61297,2491
2014/10/27,68455,2492
2014/10/28,69389,2493
2014/10/29,69770,2494
2014/10/30,70189,2495
2014/10/31,70116,2496
2014/11/1,66911,2497
2014/11/2,61547,2498
2014/11/3,64290,2499
2014/11/4,69370,2500
2014/11/5,71583,2501
2014/11/6,71407,2502
2014/11/7,70452,2503
2014/11/8,68692,2504
2014/11/9,64391,2505
2014/11/10,69305,2506
2014/11/11,73327,2507
2014/11/12,73110,2508
2014/11/13,71790,2509
2014/11/14,72943,2510
2014/11/15,68768,2511
2014/11/16,65424,2512
2014/11/17,74422,2513
2014/11/18,74984,2514
2014/11/19,75821,2515
2014/11/20,81102,2516
2014/11/21,76290,2517
2014/11/22,70019,2518
2014/11/23,64554,2519
2014/11/24,69926,2520
2014/11/25,78980,2521
2014/11/26,82019,2522
2014/11/27,75601,2523
2014/11/28,76241,2524
2014/11/29,72475,2525
2014/11/30,66072,2526
2014/12/1,75453,2527
2014/12/2,77574,2528
2014/12/3,80738,2529
2014/12/4,83647,2530
2014/12/5,81079,2531
2014/12/6,80075,2532
2014/12/7,75649,2533
2014/12/8,83479,2534
2014/12/9,85354,2535
2014/12/10,86548,2536
2014/12/11,85389,2537
2014/12/12,83751,2538
2014/12/13,79377,2539
2014/12/14,77421,2540
2014/12/15,86951,2541
2014/12/16,93135,2542
2014/12/17,90252,2543
2014/12/18,92293,2544
2014/12/19,90458,2545
2014/12/20,86539,2546
2014/12/21,75845,2547
2014/12/22,84127,2548
2014/12/23,84120,2549
2014/12/24,87340,2550
2014/12/25,86080,2551
2014/12/26,84649,2552
2014/12/27,80520,2553
2014/12/28,75781,2554
2014/12/29,77853,2555
2014/12/30,69711,2556
2014/12/31,65697,2557
